,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
467,Junior QA Engineer,Unleash,Tel Aviv-Yafo,3.7 ,"Unleash is powering the productivity revolution by providing users with a centralized way to search through their cloud based apps and local desktop. A light weight search interface allows users to enter their search query and receive relevant ranked results which are yielded in seconds. As a user centric company, we place a great deal of emphasis on users experience when building our product and have fun doing it!  We are a fresh and energetic startup, post round A in funding ($12M), led by a strong team of second timer founders and top angel investors and VCs from the Sillicon Valley and Tel Aviv. Our expanding team is made up of enthusiastic and dedicated members working together to revolutionize the productivity world. We believe that collaboration across teams - where everyone is accessible, from our newest hires to the founders - combined with a vested interest in our teams well being are the keys to our successful working environment.",-1,1,3.5,3.7,3.7,3.4,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable
468,Manual QA Engineer,Imomony,Tel Aviv-Yafo,2.4 ,"We’re looking for magnificent, creative and curious Manual QA Engineer to join our great QA team Qualifications: If you have: 2-3 years of experience in Manual testing from Internet / Online companies In Client -experience / Server and Web security, Writing STP, STD and STR Documents Familiarity and experience with SQL Experience working in an Agile / Scrum – an advantage",-1,0,3.3,2.7,3.4,2.4,4.3,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
469,QA Engineer (Casual Games),PlayWorks Digital,Tel Aviv-Yafo,-1,"Play.Works is the leading games platform distributed through connected devices with the largest CTV game catalog in the world with over 400+ titles built for TV from the ground-up including Crossy Road, Trivia Crack, Tetris®, doodle jump, games from Atari® and Play.Works originals. Play.Works video portfolio leverages a proprietary connected device framework to enable rapid development across multiple Connected TV platforms to distribute AVOD apps and linear channels from creator superstars like SSundee, Ninja Kidz as well as original networks, such as BRB: Travel & Food. Play.Works games and video can be found on world leading players such as Comcast, Cox, SKY, Roku, Vizio, LG, Samsung and most major pay TV platforms in North America and the UK with a combined reach of over 250M homes. For our QA team, we are looking for a candidate that is passionate about games!",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,1 to 50 Employees,Contract,-1,-1,-1,Unknown / Non-Applicable
470,Machine Learning Engineer,Apple,Herzliya,4.2 ,"Summary Posted: Aug 8, 2023 Role Number:200495352 Imagine what you could do with Machine Learning at Apple! Extraordinary ideas have a way of becoming excellent products, services, and customer experiences which are personalized, contextualized and intelligent to our users. The ML Algo team at Apple works on various multidisciplinary ML projects related to Apple’s chip design technologies. We are looking for an outstanding machine learning engineer to develop state-of-the-art algorithms and infrastructure for the next generation of thoughtful and personal products we deliver. If you thrive at the intersection of algorithms, Apple’s outstanding chips and applied machine learning this position will excite and encourage you.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
471,Core & Cloud integration Engineer,Ericsson,Rosh Ha`Ayin,4.2 ,"Our Exciting Opportunity: Ericsson is the world’s leading company in Cellular Networks. We are now looking for a cloud & Core Integration Engineer to analyze, prepare, and implement the configuration. Your scope of work will be in the most advanced technology and could include the scenarios of installations, upgrades and support.  You will: Plan the implementation of the product configuration / integration work   Familiar with Cellular network protocols",-1,0,3.3,3.8,4.0,3.4,3.8,10000+ Employees,Company - Public,Telecommunications,1876,Telecommunications Services,$10+ billion (USD)
472,Junior Test Engineer IRC189415,GlobalLogic,Ramat Gan,3.9 ,Job: IRC189415  Location: Israel - Ramat-Gan  Designation: Junior Test Engineer  Experience: 0-1 years  Function: Quality Assurance,-1,0,3.7,3.5,3.9,3.6,4.0,10000+ Employees,Company - Private,Information Technology,2000,Information Technology Support Services,$500 million to $1 billion (USD)
473,R&D Engineer,Implant Direct,Israel,3.2 ,"Operating Company: Implant Direct Location: Modi'in-Maccabim-Re'ut,HaMerkaz (Central),IL Date Posted: June 8, 2023 Req Number: R5016536  Implant Direct is part of Envista’s portfolio of dental product and service companies, including more than 30 trusted brands and over 125 years of dental excellence. With over 4.6 million implants placed worldwide, Implant Direct enables dentists to advance their patients’ oral health with high-quality dental implant solutions. All implants are manufactured in the USA using only medical-grade titanium alloy, meeting the industry’s highest performance and safety standards. We offer a unique portfolio of products and solutions that elevate the performance of your practice through predictable outcomes, greater patient satisfaction, and reduced total costs. We are committed to renewing confidence and changing lives through enhancing patient access. For more information about Implant Direct, visit www.Implantdirect.com .",-1,0,3.1,3.6,3.1,2.8,3.0,10000+ Employees,Company - Public,Healthcare,2019,Health Care Services & Hospitals,Unknown / Non-Applicable
474,Intern - Software,NCR,Raanana,3.6 ,"About NCR NCR Corporation (NYSE: NCR) is a leader in transforming, connecting and running technology platforms for self-directed banking, stores and restaurants. NCR is headquartered in Atlanta, Ga., with 38,000 employees globally. NCR is a trademark of NCR Corporation in the United States and other countries. Software Engineer Junior: Purpose: Simple, made possible. Our next-gen platform architecture delivers the agility retailers need to compete in a world that increasingly prefers digital experiences. We are looking for talented intern SW engineering student who love tackling convoluted problems and coming up with clean, stable solutions that scale. You will be participating in building from scratch the next-gen retail solution as-a-service dealing with scalability, availability, cloud and edge computing.",-1,0,3.2,3.1,3.5,3.2,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD)
475,Junior HW/Embedded Engineer,CPS Jobs,Tel Aviv,2.6 ,"תחום: A global green energy company is looking for a Junior HW/Embedded Engineer! דרישות:  BA/ BS.c in Electrical Engineering or electronics .one year of experience in RT seystems or DSP or Microcontrollers 1-2 years of experience in the field of real-time, dsps, microcontrollers etc. איזור: גוש דן",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
476,HW/SW Testing Engineer,Invaya,Herzliya,3.3 ,"Job Description: Validate and test a wide variety of technologies and platforms Work closely with developers to improve testability Support of internal and external customers Writing and working with test case documentation  Required Skills: Experience in SW testing, testing methodologies and strategy Fast learner with outstanding technical skills Experience in HW/SW and embedded testing Experience in working with lab test equipment Experience in scripting and test automation - an advantage",-1,0,2.7,3.0,3.3,2.5,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable
477,Machine Learning Engineer / Software Engineer,Horizon Technologies,Ramat Gan,3.5 ,"We’re seeking an experienced Machine Learning Engineer / Software Engineer (ML oriented), who will be integral to the data science feature development process, working in tandem with data engineering. You will design machine learning pipelines, apply algorithms to generate predictions and tackle data set challenges, and develop the first-ever, real-time corporate credit score platform. This isn't just another job. you'll be a key part of an exciting, experienced team in a fast-paced environment. You will:  Build forecasting/prediction models from scratch (POC) to production-ready Work closely in aligning the product, research, and development teams in crafting the product, increasing product effectiveness Take a critical role in the research process for finding the best market solutions for defined business problems Provide guidance to the R&D team and product teams  You have:  2+ years of experience as a Senior Software Engineer (ML), Machine Learning Engineer, Data Engineer, or in a similar role 4+ years of hands-on experience in engineering with Python Minimum 3-4 years of relevant experience: SQL complex queries (aggregations, analysis, etc.), as a strong cloud architect Degree in Computer Science, Physics, Mathematics, or equivalent experience Profound analytical skills and true love for data Extensive background in statistical analysis",-1,0,3.3,3.3,3.0,3.1,2.9,201 to 500 Employees,Company - Private,Management & Consulting,-1,Business Consulting,$25 to $100 million (USD)
