,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
496,Jr. front-end developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for Junior front-end developer, with at least 6 month of experience with Web development technologies Required skills Programmer from birth Deep understanding in client side languages and frameworks as Html, css, bootstrap, javasctipt, angular.js etc. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
497,Junior Web Developer לסטארטפ בתחום הבטחוני,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: לסטארטאפ המפתח פלטפורמה בעולם הבטחוני עבור ממשלות וארגונים בטחונים. מדובר בפתרון שמאפשר לזקק Data ממקורות שונים ומגוונים להנגישו לאנליסטים. מגייסים מפתח Frontend עם רקע באנגולר. עבודה צמודה עם צוות ה-UX והמוצר. דרישות המשרה: השכלה רלוונטית לפחות שנת ניסיון בפיתוח FED יחד עם Angular",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
498,Backend developer בחברת סטארט-אפ בתחום שירות הלקוחות של בתי מלון,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה פיתחה פלטפורמה המאפשרת לבתי מלון להציג לאורחים שדרוג מותאם אישית בתשלום וכך להגדיל רווחים. המערכת שלהם מאפשרת לבתי מלון להציע שדרוג מותאם אישית בתשלום למזמיני חדרים. הפלטפורמה מתחברת למערכת של המלון ושולחת למי שביצעו הזמנה מייל שמאפשר שדרוג של גודל, נוף, קומה או שיפורים נוספים תמורת תשלום נוסף. ממוקמים בתל אביב, מרחק הליכה מהקו רכבת, משלבים מודל עבודה היברידי, החברה מונה 20 עובדים בארץ ו-800 בעולם. מהות התפקיד: פיתוח Full Stack ,חלק מצוות ,פיתוח סרבר בשפת Python ,עבודה בסביבת,AWS PostgreSQL סקיילים גבוהים.",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
499,Full Stack Developer בחברת סטארט-אפ בתחום זיהוי פנים ו-AI,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: מדובר בחברה המפתחת טכנולוגיה המבוססת AI לזיהוי פנים שמונעת גניבת זהויות. המוצר העיקרי כיום הוא פלטפורמה ליצירת תוכן וידאו מתמונות סטילס, תחום שתופס תאוצה בשנים האחרונות ובעל שימושים רבים. החברה ממוקמת בתל אביב- קו רכבת, משלבת מודל עבודה היברידי ומונה 50 עובדים. מהות התפקיד: כניסה לצוות קיים, דיווח לראש צוות. פיתוח Full Stack עם נטייה ל-Frontend ב-React. ה-Backend כתוב ב-NodeJS, TypeScript. עבודה על AWS, Microservices. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
500,Full-Stack Developer (מספר משרה - 3028),קבוצת כלמוביל,Rosh Ha`Ayin,3.8 ,"מטרת התפקיד: פיתוח ותחזוקת אתרי החברה, במטרה לייצר פתרונות טכנולוגיים המותאמים לצרכים העסקיים של החברה. איך יראה היום שלך? פיתוח אתרים. הובלה ויישום של פתרונות פיתוח לדרישות העסקיות תמיכה ותחזוקה שוטפת של תהליכים עסקיים קיימים עבודה מול ממשקים פנים וחוץ ארגוניים. למי מתאימה המשרה? שנתיים ניסיון בפיתוח צד לקוח ב-ReactJS – חובה שנתיים ניסיון בפיתוח צד שרת באחת השפות הבאות: Node.js/PHP– חובה ניסיון בפיתוח אתרי WordPress – חובה ניסיון בעבודה עם Git – חובה ניסיון ב-NextJS – יתרון מהותי העסקה במיקור חוץ",-1,0,3.3,3.0,3.7,3.7,4.2,501 to 1000 Employees,Company - Private,Retail & Wholesale,-1,Vehicle Dealers,Unknown / Non-Applicable
501,הזדמנות לפיתוח ב-GO ללא ניסיון! Backend Developer למרכז פיתוח קטן של חברה בינלאומית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: המרכז בנוי מיוצאי יחידות טכנולוגיות מובחרות. בתחום ה-Cyber Intelligence לiOT , סייבר התקפי בפיקוח של משרד הבטחון. יושבים בת""א קרוב לרכבת, משלבים עבודה מהבית. הפעילות מתחת לרדאר. מונים כ40 איש ובצמיחה מהירה. מהות התפקיד: פיתוח Backend ב-Go כחלק מצוות, פיתוח תשתיות Design מעל Linux, עבודה עם Elasticsearch, MongoDB. הגש/י קורות חיים ונדבר דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
502,Front-end JavaScript Developer (React),Devalore,Petah Tikva,3.9 ,"We are looking for a great JavaScript developer who is proficient with React.js. Your primary focus will be on developing user interface components and implementing those following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product are important. Responsibilities Developing new user-facing features using React.js Building reusable components and front-end libraries for future use",-1,0,4.0,3.2,3.5,3.8,3.9,51 to 200 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable
503,Frontend developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for a junior Front-end developer with as 1 year of experience of Web development technologies. Required skills Deep understanding in Javascript language (ECMAscript 6). Experience in HTML, CSS, supporting browsers and platforms and Responsive programming for tablet and mobile web apps. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
504,Middle Full-Stack (Node.js + React),YozmaTech,Herzliya,5.0 ,Details Opportunities: We are currently seeking a highly skilled and experienced Senior Java Developer to join our dynamic team. The main goal for us is to find an individual who not only possesses strong technical expertise in Java development but also has the ability to effectively mentor and foster the growth of team members. The ideal candidate should be motivated to advance their career into a leadership position as a Team Lead. Requirements: Minimum 3 years of experience in developing front-end applications using React,-1,0,5.0,5.0,5.0,4.0,5.0,51 to 200 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
505,Front End React Developer,Ideo digital,Tel Aviv-Yafo,3.8 ,"roven work experience as a Front-end developer using React.JS & Redux Hands on experience with markup languages (HTML) Experience with JavaScript, CSS and jQuery Familiarity with browser testing and debugging In-depth understanding of the entire web development process (design, development and deployment) Understanding of layout aesthetics An ability to perform well in a fast-paced environment Excellent analytical and multitasking skills Team player - Strong interpersonal communication skills Experience with working with a TFS environment is an advantage. Experience with Agile (Scrum) is an advantage. Experience with Server side .NET technologies is an advantage (MVC 5/6, MS-SQL, Etc.)",-1,0,2.0,2.0,1.0,1.0,3.0,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
506,Junior Web Developer לחברת סטארט-אפ קטנה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: Junior Web Developer? הצטרפ/י אלינו! אנחנו חברת סטארטאפ קטנה ומרשימה אשר הוקמה ב2014. אנו מפתחים מערכת לניהול חקירות בארגוני ביון ואכיפה בארץ ובעולם. התפקיד כולל הצטרפות לצוות של 6 מפתחים. הפיתוח נעשה לצד ה-Server ב-Net. כפיפות ישירה למנהל הפיתוח. ממוקמים בתל אביב קו רכבת. דרישות המשרה: שנה ניסיון בפיתוח Backend ב-Net.",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
507,Junior Web Developer לסטארט-אפ בתחום הFintech,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: מפתחים ומפתחות, נשמח שתצטרפו אלינו! אנחנו חברה בתחום הפינטק אשר מפתחת אפליקציית תוסף לדפדפן שמטרתה לעזור למשקיעים פרטיים בבחירת השקעותיהם בשוק ההון. פיתחנו טכנולוגיה שיודעת לזהות המלצות של אנליסטים ולתת דירוג מתאים על פי טיב ההמלצות שלהם בתחום המסחר ועד כמה היו מדוייקים עד כה בהמלצותיהם. מונים 50 עובדים, חברה עם הון אנושי צעיר, יש איזון בית-עבודה. פיתוח PHP ו JS, דפי נחיתה עם Wordpress. כרגע עובדים מהבית, לאחר הקורונה יתאפשר יומיים עבודה מהבית. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
508,HTML | JavaScript,,Tel Aviv-Yafo,-1,"q-nomy inc., a leading software vendor providing solutions that optimize true omnichannel digital and physical business processes and customer journey is looking for a full-stack developer to join its r&d team which is currently working on new and exciting additions to our product line. required skills: solid c#/ .net programming skills, 3-5 years of experience working experience with .net core or .net framework proven experience with frontend technologies (react, angular, javascript, html, css, etc.) good understanding and experience in developing rest apis substantial experience working with ms sql server, including querying, table design, indexing, and optimization experience using entity framework or another orm framework writing effective unit tests independent and creative problem-solving attitude send cv in link below or to mail: |** לפנייה למשרה יש להגיש מועמדות **| https://jobyjobs.com/job/17355 #fullstackdeveloper #fullstack #dotnet #csharp #angular",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
509,"הזדמנות ללא ניסיון! Front-End Web Developer לחברה עוסקת בניהול קמפיינים, פיתוח אתרים וכתיבת תוכן עבור לקוחות",Gotfriends,Tel Aviv-Yafo,4.8 ,"תיאור המשרה: לחברת אבטחת מידע מבוססת בהרצליה דרוש תכניתן #C. הזדמנות להצטרף לצוות ה- CYBER של החברה ולפתח ב- #C בסביבת WIN מוצרים חדשים מאפס. הזדמנות מתגמלת עם תנאים מפנקים ואפשרויות קידום באווירת WORK LIFE BALANCE. דרישות המשרה: בוגרי אוניברסיטאות- ממוצע 85 או בוגרי יחידה טכנולוגית 8200, 81, 9900 או עתודאים - יתרון משמעותי קדנציות מגוונות- בשפות או תפקידים 0-3 שנות ניסיון בפיתוח #C",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
